28605,10 - 15,3,save,1858,37,Defense,11,37,697,false,"2.7,48.9"
28605,30 - 35,7,clearance,375,46,Defense,34,54,2094,,"0,0"
28605,30 - 35,7,clearance,375,46,Defense,32,48,1968,,"0,0"
28605,35 - 40,8,save,1858,37,Defense,36,1,2161,false,"1.1,48.2"
28605,45 - 50,10,punch,1858,37,Defense,46,13,2773,,"8,58.4"
28605,60 - 65,13,save,1858,37,Defense,62,45,3765,false,"1.2,49.3"
28605,65 - 70,14,save,1858,37,Defense,67,5,4025,false,"1.4,52.2"
28605,65 - 70,14,punch,1858,37,Defense,66,59,4019,,"5.1,47.8"
28605,70 - 75,15,save,375,46,Defense,73,38,4418,false,"1.1,48.4"
28605,75 - 80,16,clearance,375,46,Defense,79,35,4775,,"0,0"
28605,85 - 90,18,clearance,375,46,Defense,90,0,5617,,"0,0"
